machine_clears.memory_ordering, 0x2c3
unc_h_tg_ingress_bypass.ak_bnc, 0x2b2
unc_h_tg_ingress_bypass.bl_bnc, 0x4b2
unc_h_tg_ingress_bypass.bl_crd, 0x40b2
unc_h_tg_ingress_bypass.iv_bnc, 0x8b2
unc_h_tg_ingress_crd_starved.ad_bnc, 0x1b3
unc_h_tg_ingress_crd_starved.ad_crd, 0x10b3
unc_h_tg_ingress_crd_starved.ak_bnc, 0x2b3
unc_h_tg_ingress_crd_starved.bl_bnc, 0x4b3
unc_h_tg_ingress_crd_starved.bl_crd, 0x40b3
unc_h_tg_ingress_crd_starved.ifv, 0x80b3
unc_h_tg_ingress_crd_starved.iv_bnc, 0x8b3
unc_h_tg_ingress_inserts.ad_bnc, 0x1b1
unc_h_tg_ingress_inserts.ad_crd, 0x10b1
unc_h_tg_ingress_inserts.ak_bnc, 0x2b1
unc_h_tg_ingress_inserts.bl_bnc, 0x4b1
unc_h_tg_ingress_inserts.bl_crd, 0x40b1
unc_h_tg_ingress_inserts.iv_bnc, 0x8b1
unc_h_tg_ingress_occupancy.ad_bnc, 0x1b0
unc_h_tg_ingress_occupancy.ad_crd, 0x10b0
unc_h_tg_ingress_occupancy.ak_bnc, 0x2b0
unc_h_tg_ingress_occupancy.bl_bnc, 0x4b0
unc_h_tg_ingress_occupancy.bl_crd, 0x40b0
unc_h_tg_ingress_occupancy.iv_bnc, 0x8b0
unc_h_tor_inserts.evict, 0x3235
unc_h_tor_inserts.hit, 0x1f35
unc_h_tor_inserts.ipq, 0x3835
unc_h_tor_inserts.irq, 0x3135
unc_h_tor_inserts.miss, 0x2f35
unc_h_tor_inserts.prq, 0x3435
unc_h_tor_occupancy.evict, 0x3236
unc_h_tor_occupancy.hit, 0x1f36
unc_h_tor_occupancy.ipq, 0x3836
unc_h_tor_occupancy.ipq_hit, 0x1836
unc_h_tor_occupancy.ipq_miss, 0x2836
unc_h_tor_occupancy.irq, 0x3136
unc_h_tor_occupancy.irq_hit, 0x1136
unc_h_tor_occupancy.irq_miss, 0x2136
unc_h_tor_occupancy.miss, 0x2f36
unc_h_tor_occupancy.prq, 0x3436
unc_h_tor_occupancy.prq_hit, 0x1436
unc_h_tor_occupancy.prq_miss, 0x2436
unc_h_vert_ring_ad_in_use.dn_even, 0x4a6
unc_h_vert_ring_ad_in_use.dn_odd, 0x8a6
unc_h_vert_ring_ad_in_use.up_even, 0x1a6
unc_h_vert_ring_ad_in_use.up_odd, 0x2a6
unc_h_vert_ring_ak_in_use.dn_even, 0x4a8
unc_h_vert_ring_ak_in_use.dn_odd, 0x8a8
unc_h_vert_ring_ak_in_use.up_even, 0x1a8
unc_h_vert_ring_ak_in_use.up_odd, 0x2a8
unc_h_vert_ring_bl_in_use.dn_even, 0x4aa
unc_h_vert_ring_bl_in_use.dn_odd, 0x8aa
unc_h_vert_ring_bl_in_use.up_even, 0x1aa
unc_h_vert_ring_bl_in_use.up_odd, 0x2aa
unc_h_vert_ring_iv_in_use.dn, 0x4ac
unc_h_vert_ring_iv_in_use.up, 0x1ac
baclears.all, 0x1e6
baclears.cond, 0x10e6
baclears.return, 0x8e6
icache.accesses, 0x380
icache.hit, 0x180
icache.misses, 0x280
ms_decoded.ms_entry, 0x1e7
br_inst_retired.all_branches, 0xc4
br_inst_retired.call, 0xf9c4
br_inst_retired.far_branch, 0xbfc4
br_inst_retired.ind_call, 0xfbc4
br_inst_retired.jcc, 0x7ec4
br_inst_retired.non_return_ind, 0xebc4
br_inst_retired.rel_call, 0xfdc4
br_inst_retired.return, 0xf7c4
br_inst_retired.taken_jcc, 0xfec4
br_misp_retired.all_branches, 0xc5
br_misp_retired.call, 0xf9c5
br_misp_retired.far_branch, 0xbfc5
br_misp_retired.ind_call, 0xfbc5
br_misp_retired.jcc, 0x7ec5
br_misp_retired.non_return_ind, 0xebc5
br_misp_retired.rel_call, 0xfdc5
br_misp_retired.return, 0xf7c5
br_misp_retired.taken_jcc, 0xfec5
cpu_clk_unhalted.ref, 0x13c
cpu_clk_unhalted.thread_p, 0x3c
cycles_div_busy.all, 0x1cd
inst_retired.any_p, 0xc0
inst_retired.any_ps, 0xc0
machine_clears.all, 0x8c3
machine_clears.smc, 0x1c3
no_alloc_cycles.all, 0x7fca
no_alloc_cycles.mispredicts, 0x4ca
no_alloc_cycles.not_delivered, 0x90ca
no_alloc_cycles.rat_stall, 0x20ca
no_alloc_cycles.rob_full, 0x1ca
recycleq.any_ld, 0x4003
recycleq.any_st, 0x8003
recycleq.ld_block_std_notready, 0x203
recycleq.ld_block_st_forward, 0x103
recycleq.ld_splits, 0x803
recycleq.lock, 0x1003
recycleq.sta_full, 0x2003
recycleq.st_splits, 0x403
rs_full_stall.all, 0x1fcb
rs_full_stall.mec, 0x1cb
uops_retired.all, 0x10c2
uops_retired.ms, 0x1c2
unc_m2p_egress_cycles_full.ad_0, 0x125
unc_m2p_egress_cycles_full.ad_1, 0x825
unc_m2p_egress_cycles_full.ak_0, 0x225
unc_m2p_egress_cycles_full.ak_1, 0x1025
unc_m2p_egress_cycles_full.bl_0, 0x425
unc_m2p_egress_cycles_full.bl_1, 0x2025
unc_m2p_egress_cycles_ne.ad_0, 0x123
unc_m2p_egress_cycles_ne.ad_1, 0x823
unc_m2p_egress_cycles_ne.ak_0, 0x223
unc_m2p_egress_cycles_ne.ak_1, 0x1023
unc_m2p_egress_cycles_ne.bl_0, 0x423
unc_m2p_egress_cycles_ne.bl_1, 0x2023
unc_m2p_egress_inserts.ad_0, 0x124
unc_m2p_egress_inserts.ad_1, 0x1024
unc_m2p_egress_inserts.ak_0, 0x224
unc_m2p_egress_inserts.ak_1, 0x2024
unc_m2p_egress_inserts.ak_crd_0, 0x824
unc_m2p_egress_inserts.ak_crd_1, 0x8024
unc_m2p_egress_inserts.bl_0, 0x424
unc_m2p_egress_inserts.bl_1, 0x4024
unc_m2p_ingress_cycles_ne.all, 0x8010
unc_m2p_ingress_cycles_ne.cbo_idi, 0x110
unc_m2p_ingress_cycles_ne.cbo_ncb, 0x210
unc_m2p_ingress_cycles_ne.cbo_ncs, 0x410
core_reject_l2q.all, 0x31
fetch_stall.icache_fill_pending_cycles, 0x486
l2_prefetcher.alloc_xq, 0x43e
l2_requests.miss, 0x412e
l2_requests.reference, 0x4f2e
l2_requests_reject.all, 0x30
mem_uops_retired.all_loads, 0x4004
mem_uops_retired.all_stores, 0x8004
mem_uops_retired.hitm, 0x2004
mem_uops_retired.l1_miss_loads, 0x104
mem_uops_retired.l2_hit_loads, 0x204
mem_uops_retired.l2_miss_loads, 0x404
mem_uops_retired.utlb_miss_loads, 0x1004
offcore_response, 0x1b7
offcore_response.any_code_rd.any_response, 0x1b7
offcore_response.any_code_rd.l2_hit_far_tile, 0x1b7
offcore_response.any_code_rd.l2_hit_far_tile_e_f, 0x1b7
offcore_response.any_code_rd.l2_hit_far_tile_m, 0x1b7
offcore_response.any_code_rd.l2_hit_near_tile, 0x1b7
offcore_response.any_code_rd.l2_hit_near_tile_e_f, 0x1b7
offcore_response.any_code_rd.l2_hit_near_tile_m, 0x1b7
offcore_response.any_code_rd.l2_hit_this_tile_e, 0x1b7
offcore_response.any_code_rd.l2_hit_this_tile_f, 0x1b7
offcore_response.any_code_rd.l2_hit_this_tile_m, 0x1b7
offcore_response.any_code_rd.l2_hit_this_tile_s, 0x1b7
offcore_response.any_code_rd.outstanding, 0x1b7
offcore_response.any_data_rd.any_response, 0x1b7
offcore_response.any_data_rd.l2_hit_far_tile, 0x1b7
offcore_response.any_data_rd.l2_hit_far_tile_e_f, 0x1b7
offcore_response.any_data_rd.l2_hit_far_tile_m, 0x1b7
offcore_response.any_data_rd.l2_hit_near_tile, 0x1b7
offcore_response.any_data_rd.l2_hit_near_tile_e_f, 0x1b7
offcore_response.any_data_rd.l2_hit_near_tile_m, 0x1b7
offcore_response.any_data_rd.l2_hit_this_tile_e, 0x1b7
offcore_response.any_data_rd.l2_hit_this_tile_f, 0x1b7
offcore_response.any_data_rd.l2_hit_this_tile_m, 0x1b7
offcore_response.any_data_rd.l2_hit_this_tile_s, 0x1b7
offcore_response.any_data_rd.outstanding, 0x1b7
offcore_response.any_pf_l2.any_response, 0x1b7
offcore_response.any_pf_l2.l2_hit_far_tile, 0x1b7
offcore_response.any_pf_l2.l2_hit_far_tile_e_f, 0x1b7
offcore_response.any_pf_l2.l2_hit_far_tile_m, 0x1b7
offcore_response.any_pf_l2.l2_hit_near_tile, 0x1b7
offcore_response.any_pf_l2.l2_hit_near_tile_e_f, 0x1b7
offcore_response.any_pf_l2.l2_hit_near_tile_m, 0x1b7
offcore_response.any_pf_l2.l2_hit_this_tile_e, 0x1b7
offcore_response.any_pf_l2.l2_hit_this_tile_f, 0x1b7
offcore_response.any_pf_l2.l2_hit_this_tile_m, 0x1b7
offcore_response.any_pf_l2.outstanding, 0x1b7
offcore_response.any_read.any_response, 0x1b7
offcore_response.any_read.l2_hit_far_tile, 0x1b7
offcore_response.any_read.l2_hit_far_tile_e_f, 0x1b7
offcore_response.any_read.l2_hit_far_tile_m, 0x1b7
offcore_response.any_read.l2_hit_near_tile, 0x1b7
offcore_response.any_read.l2_hit_near_tile_e_f, 0x1b7
offcore_response.any_read.l2_hit_near_tile_m, 0x1b7
offcore_response.any_read.l2_hit_this_tile_e, 0x1b7
offcore_response.any_read.l2_hit_this_tile_f, 0x1b7
offcore_response.any_read.l2_hit_this_tile_m, 0x1b7
offcore_response.any_read.l2_hit_this_tile_s, 0x1b7
offcore_response.any_read.outstanding, 0x1b7
offcore_response.any_request.any_response, 0x1b7
offcore_response.any_request.l2_hit_far_tile, 0x1b7
offcore_response.any_request.l2_hit_far_tile_e_f, 0x1b7
offcore_response.any_request.l2_hit_far_tile_m, 0x1b7
offcore_response.any_request.l2_hit_near_tile, 0x1b7
offcore_response.any_request.l2_hit_near_tile_e_f, 0x1b7
offcore_response.any_request.l2_hit_near_tile_m, 0x1b7
offcore_response.any_request.l2_hit_this_tile_e, 0x1b7
offcore_response.any_request.l2_hit_this_tile_f, 0x1b7
offcore_response.any_request.l2_hit_this_tile_m, 0x1b7
offcore_response.any_request.l2_hit_this_tile_s, 0x1b7
offcore_response.any_request.l2_miss, 0x1b7
offcore_response.any_request.outstanding, 0x1b7
offcore_response.any_rfo.any_response, 0x1b7
offcore_response.any_rfo.l2_hit_far_tile, 0x1b7
offcore_response.any_rfo.l2_hit_far_tile_e_f, 0x1b7
offcore_response.any_rfo.l2_hit_far_tile_m, 0x1b7
offcore_response.any_rfo.l2_hit_near_tile, 0x1b7
offcore_response.any_rfo.l2_hit_near_tile_e_f, 0x1b7
offcore_response.any_rfo.l2_hit_near_tile_m, 0x1b7
offcore_response.any_rfo.l2_hit_this_tile_e, 0x1b7
offcore_response.any_rfo.l2_hit_this_tile_f, 0x1b7
offcore_response.any_rfo.l2_hit_this_tile_m, 0x1b7
offcore_response.any_rfo.l2_hit_this_tile_s, 0x1b7
offcore_response.any_rfo.outstanding, 0x1b7
offcore_response.bus_locks.any_response, 0x1b7
offcore_response.bus_locks.l2_hit_far_tile, 0x1b7
offcore_response.bus_locks.l2_hit_far_tile_e_f, 0x1b7
offcore_response.bus_locks.l2_hit_far_tile_m, 0x1b7
offcore_response.bus_locks.l2_hit_near_tile, 0x1b7
offcore_response.bus_locks.l2_hit_near_tile_e_f, 0x1b7
offcore_response.bus_locks.l2_hit_near_tile_m, 0x1b7
offcore_response.bus_locks.l2_hit_this_tile_e, 0x1b7
offcore_response.bus_locks.l2_hit_this_tile_f, 0x1b7
offcore_response.bus_locks.l2_hit_this_tile_m, 0x1b7
offcore_response.bus_locks.l2_hit_this_tile_s, 0x1b7
offcore_response.bus_locks.outstanding, 0x1b7
offcore_response.demand_code_rd.any_response, 0x1b7
offcore_response.demand_code_rd.l2_hit_far_tile, 0x1b7
offcore_response.demand_code_rd.l2_hit_far_tile_e_f, 0x1b7
offcore_response.demand_code_rd.l2_hit_far_tile_m, 0x1b7
offcore_response.demand_code_rd.l2_hit_near_tile, 0x1b7
offcore_response.demand_code_rd.l2_hit_near_tile_e_f, 0x1b7
offcore_response.demand_code_rd.l2_hit_near_tile_m, 0x1b7
offcore_response.demand_code_rd.l2_hit_this_tile_e, 0x1b7
offcore_response.demand_code_rd.l2_hit_this_tile_f, 0x1b7
offcore_response.demand_code_rd.l2_hit_this_tile_m, 0x1b7
offcore_response.demand_code_rd.l2_hit_this_tile_s, 0x1b7
offcore_response.demand_code_rd.outstanding, 0x1b7
offcore_response.demand_data_rd.any_response, 0x1b7
offcore_response.demand_data_rd.l2_hit_far_tile_e_f, 0x1b7
offcore_response.demand_data_rd.l2_hit_far_tile_m, 0x1b7
offcore_response.demand_data_rd.l2_hit_near_tile_e_f, 0x1b7
offcore_response.demand_data_rd.l2_hit_near_tile_m, 0x1b7
offcore_response.demand_data_rd.l2_hit_this_tile_e, 0x1b7
offcore_response.demand_data_rd.l2_hit_this_tile_f, 0x1b7
offcore_response.demand_data_rd.l2_hit_this_tile_m, 0x1b7
offcore_response.demand_data_rd.l2_hit_this_tile_s, 0x1b7
offcore_response.demand_data_rd.outstanding, 0x1b7
offcore_response.demand_rfo.any_response, 0x1b7
offcore_response.demand_rfo.l2_hit_far_tile, 0x1b7
offcore_response.demand_rfo.l2_hit_far_tile_e_f, 0x1b7
offcore_response.demand_rfo.l2_hit_far_tile_m, 0x1b7
offcore_response.demand_rfo.l2_hit_near_tile, 0x1b7
offcore_response.demand_rfo.l2_hit_near_tile_e_f, 0x1b7
offcore_response.demand_rfo.l2_hit_near_tile_m, 0x1b7
offcore_response.demand_rfo.l2_hit_this_tile_e, 0x1b7
offcore_response.demand_rfo.l2_hit_this_tile_f, 0x1b7
offcore_response.demand_rfo.l2_hit_this_tile_m, 0x1b7
offcore_response.demand_rfo.l2_hit_this_tile_s, 0x1b7
offcore_response.demand_rfo.outstanding, 0x1b7
offcore_response.full_streaming_stores.any_response, 0x1b7
offcore_response.partial_reads.any_response, 0x1b7
offcore_response.partial_reads.l2_hit_far_tile, 0x1b7
offcore_response.partial_reads.l2_hit_far_tile_e_f, 0x1b7
offcore_response.partial_reads.l2_hit_far_tile_m, 0x1b7
offcore_response.partial_reads.l2_hit_near_tile, 0x1b7
offcore_response.partial_reads.l2_hit_near_tile_e_f, 0x1b7
offcore_response.partial_reads.l2_hit_near_tile_m, 0x1b7
offcore_response.partial_reads.l2_hit_this_tile_e, 0x1b7
offcore_response.partial_reads.l2_hit_this_tile_f, 0x1b7
offcore_response.partial_reads.l2_hit_this_tile_m, 0x1b7
offcore_response.partial_reads.l2_hit_this_tile_s, 0x1b7
offcore_response.partial_reads.outstanding, 0x1b7
offcore_response.partial_streaming_stores.any_response, 0x1b7
offcore_response.partial_writes.any_response, 0x1b7
offcore_response.partial_writes.l2_hit_far_tile, 0x1b7
offcore_response.partial_writes.l2_hit_far_tile_e_f, 0x1b7
offcore_response.partial_writes.l2_hit_far_tile_m, 0x1b7
offcore_response.partial_writes.l2_hit_near_tile, 0x1b7
offcore_response.partial_writes.l2_hit_near_tile_e_f, 0x1b7
offcore_response.partial_writes.l2_hit_near_tile_m, 0x1b7
offcore_response.partial_writes.l2_hit_this_tile_e, 0x1b7
offcore_response.partial_writes.l2_hit_this_tile_f, 0x1b7
offcore_response.partial_writes.l2_hit_this_tile_m, 0x1b7
offcore_response.partial_writes.l2_hit_this_tile_s, 0x1b7
offcore_response.pf_l1_data_rd.any_response, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_far_tile, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_far_tile_e_f, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_far_tile_m, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_near_tile, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_near_tile_e_f, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_near_tile_m, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_this_tile_e, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_this_tile_f, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_this_tile_m, 0x1b7
offcore_response.pf_l1_data_rd.l2_hit_this_tile_s, 0x1b7
offcore_response.pf_l1_data_rd.outstanding, 0x1b7
offcore_response.pf_l2_code_rd.any_response, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_far_tile, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_far_tile_e_f, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_far_tile_m, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_near_tile, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_near_tile_e_f, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_near_tile_m, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_this_tile_e, 0x1b7
offcore_response.pf_l2_code_rd.l2_hit_this_tile_f, 0x1b7
offcore_response.pf_l2_code_rd.outstanding, 0x1b7
offcore_response.pf_l2_rfo.any_response, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_far_tile_e_f, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_far_tile_m, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_near_tile, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_near_tile_e_f, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_near_tile_m, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_this_tile_e, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_this_tile_f, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_this_tile_m, 0x1b7
offcore_response.pf_l2_rfo.l2_hit_this_tile_s, 0x1b7
offcore_response.pf_software.any_response, 0x1b7
offcore_response.pf_software.l2_hit_far_tile, 0x1b7
offcore_response.pf_software.l2_hit_far_tile_e_f, 0x1b7
offcore_response.pf_software.l2_hit_far_tile_m, 0x1b7
offcore_response.pf_software.l2_hit_near_tile, 0x1b7
offcore_response.pf_software.l2_hit_near_tile_e_f, 0x1b7
offcore_response.pf_software.l2_hit_near_tile_m, 0x1b7
offcore_response.pf_software.l2_hit_this_tile_e, 0x1b7
offcore_response.pf_software.l2_hit_this_tile_f, 0x1b7
offcore_response.pf_software.l2_hit_this_tile_m, 0x1b7
offcore_response.pf_software.l2_hit_this_tile_s, 0x1b7
offcore_response.pf_software.outstanding, 0x1b7
offcore_response.streaming_stores.any_response, 0x1b7
offcore_response.uc_code_reads.any_response, 0x1b7
offcore_response.uc_code_reads.l2_hit_far_tile_e_f, 0x1b7
offcore_response.uc_code_reads.l2_hit_far_tile_m, 0x1b7
offcore_response.uc_code_reads.l2_hit_near_tile, 0x1b7
offcore_response.uc_code_reads.l2_hit_near_tile_e_f, 0x1b7
offcore_response.uc_code_reads.l2_hit_near_tile_m, 0x1b7
offcore_response.uc_code_reads.l2_hit_this_tile_e, 0x1b7
offcore_response.uc_code_reads.l2_hit_this_tile_f, 0x1b7
offcore_response.uc_code_reads.l2_hit_this_tile_m, 0x1b7
offcore_response.uc_code_reads.l2_hit_this_tile_s, 0x1b7
offcore_response.uc_code_reads.outstanding, 0x1b7
unc_e_edc_access.hit_clean, 0x102
unc_e_edc_access.hit_dirty, 0x202
unc_e_edc_access.miss_clean, 0x402
unc_e_edc_access.miss_dirty, 0x802
unc_e_edc_access.miss_invalid, 0x1002
unc_e_rpq_inserts, 0x101
unc_e_wpq_inserts, 0x102
unc_m_cas_count.all, 0x303
unc_m_cas_count.rd, 0x103
unc_m_cas_count.wr, 0x203
